Dataset,Method,Algorithm,Training Size,Layer,AUC,MAP,BRP_90
commonsense_qa,White Box,PCA,500,19,0.598968,0.6002126757305124,0.006
commonsense_qa,White Box,PCA,500,21,0.6148259999999999,0.6115788259728232,0.002
commonsense_qa,White Box,PCA,500,23,0.69106,0.6762447028276609,0.006
commonsense_qa,White Box,PCA,500,25,0.6828639999999999,0.6661949513211793,0.004
commonsense_qa,White Box,PCA,500,27,0.7376399999999999,0.7189729240007809,0.01
commonsense_qa,White Box,PCA,500,29,0.74244,0.728279859956224,0.024
commonsense_qa,White Box,PCA,500,31,0.738496,0.7226124659666485,0.014
commonsense_qa,White Box,PCA-G,500,1,0.49804400000000004,0.5083932787218105,0.002
commonsense_qa,White Box,PCA-G,500,3,0.48396199999999995,0.4944202582890376,0.0
commonsense_qa,White Box,PCA-G,500,5,0.49034200000000006,0.5050376559643774,0.0
commonsense_qa,White Box,PCA-G,500,7,0.492478,0.4992012135278048,0.0
commonsense_qa,White Box,PCA-G,500,9,0.5185580000000001,0.5182045679017323,0.0
commonsense_qa,White Box,PCA-G,500,11,0.525688,0.5228534157927933,0.0
commonsense_qa,White Box,PCA-G,500,13,0.702578,0.6713241059360365,0.002
commonsense_qa,White Box,PCA-G,500,15,0.736686,0.714031236364576,0.062
commonsense_qa,White Box,PCA-G,500,17,0.7610859999999999,0.7472964478483048,0.056
commonsense_qa,White Box,PCA-G,500,19,0.754058,0.7355368192012072,0.02
commonsense_qa,White Box,PCA-G,500,21,0.758588,0.7427482279332587,0.054
commonsense_qa,White Box,PCA-G,500,23,0.756618,0.7427889861493435,0.11
commonsense_qa,White Box,PCA-G,500,25,0.755728,0.7382864708967384,0.074
commonsense_qa,White Box,PCA-G,500,27,0.7572479999999999,0.7422576162186609,0.058
commonsense_qa,White Box,PCA-G,500,29,0.757312,0.742861199888734,0.01
commonsense_qa,White Box,PCA-G,500,31,0.7571199999999999,0.7442289574676413,0.018
commonsense_qa,White Box,LR-G,500,1,0.48719999999999997,0.4977286318012022,0.002
commonsense_qa,White Box,LR-G,500,3,0.503292,0.5091093383506984,0.01
commonsense_qa,White Box,LR-G,500,5,0.535312,0.5347723171882433,0.006
commonsense_qa,White Box,LR-G,500,7,0.6471720000000001,0.6396888632390562,0.022
commonsense_qa,White Box,LR-G,500,9,0.7784960000000001,0.7763291759538371,0.22
commonsense_qa,White Box,LR-G,500,11,0.8649519999999999,0.8669189420054969,0.456
commonsense_qa,White Box,LR-G,500,13,0.898968,0.9008371214697167,0.632
commonsense_qa,White Box,LR-G,500,15,0.9059639999999999,0.9067035511909308,0.672
commonsense_qa,White Box,LR-G,500,17,0.905672,0.905267335870346,0.7
commonsense_qa,White Box,LR-G,500,19,0.903,0.9025182345345483,0.674
commonsense_qa,White Box,LR-G,500,21,0.899532,0.8991056118553553,0.656
commonsense_qa,White Box,LR-G,500,23,0.898556,0.8975306120487287,0.632
commonsense_qa,White Box,LR-G,500,25,0.89566,0.8948276912885129,0.618
commonsense_qa,White Box,LR-G,500,27,0.891236,0.8894830269198529,0.61
commonsense_qa,White Box,LR-G,500,29,0.8905240000000001,0.8877347626172752,0.578
commonsense_qa,White Box,LR-G,500,31,0.889396,0.886581416543821,0.596
commonsense_qa,Black Box,BB,1000,N/A,0.7427840000000001,0.731472426495577,0.068
commonsense_qa,White Box,LR,1000,1,0.5,0.5,0.0
commonsense_qa,White Box,LR,1000,3,0.50977,0.5114167039764619,0.002
commonsense_qa,White Box,LR,1000,5,0.552694,0.5522593090323447,0.004
commonsense_qa,White Box,LR,1000,7,0.62001,0.6086660594937559,0.004
commonsense_qa,White Box,LR,1000,9,0.673706,0.6417367883759525,0.0
commonsense_qa,White Box,LR,1000,11,0.745714,0.7262607844158919,0.042
commonsense_qa,White Box,LR,1000,13,0.783558,0.7576507845333902,0.108
commonsense_qa,White Box,LR,1000,15,0.79979,0.77607665544834,0.068
commonsense_qa,White Box,LR,1000,17,0.803978,0.7896723382820737,0.186
commonsense_qa,White Box,LR,1000,19,0.798586,0.7838300706202082,0.192
commonsense_qa,White Box,LR,1000,21,0.7947299999999999,0.776540337305885,0.144
commonsense_qa,White Box,LR,1000,23,0.786658,0.7699075650575733,0.198
commonsense_qa,White Box,LR,1000,25,0.776666,0.7570827295097069,0.09
commonsense_qa,White Box,LR,1000,27,0.7732299999999999,0.7459992705489654,0.076
commonsense_qa,White Box,LR,1000,29,0.7641459999999999,0.7378446858566274,0.03
commonsense_qa,White Box,LR,1000,31,0.756038,0.7331802574007986,0.05
commonsense_qa,White Box,DIM,1000,1,0.49494,0.5062398610302008,0.002
commonsense_qa,White Box,DIM,1000,3,0.509528,0.5106543144378025,0.0
commonsense_qa,White Box,DIM,1000,5,0.5429499999999999,0.5429122357732423,0.0
commonsense_qa,White Box,DIM,1000,7,0.5599,0.5534598464251631,0.0
commonsense_qa,White Box,DIM,1000,9,0.60565,0.5885473291929508,0.002
commonsense_qa,White Box,DIM,1000,11,0.697992,0.6744496363740675,0.01
commonsense_qa,White Box,DIM,1000,13,0.739886,0.7190361990669811,0.06
commonsense_qa,White Box,DIM,1000,15,0.75305,0.7369324155887501,0.094
commonsense_qa,White Box,DIM,1000,17,0.771914,0.7653229321908986,0.118
commonsense_qa,White Box,DIM,1000,19,0.766504,0.7538908600871941,0.146
commonsense_qa,White Box,DIM,1000,21,0.768578,0.7575593564245657,0.174
commonsense_qa,White Box,DIM,1000,23,0.7654180000000002,0.7556532823921579,0.112
commonsense_qa,White Box,DIM,1000,25,0.7661459999999999,0.7552047825685226,0.11
commonsense_qa,White Box,DIM,1000,27,0.7674479999999999,0.7571017470196812,0.102
commonsense_qa,White Box,DIM,1000,29,0.767358,0.7580306661792277,0.104
commonsense_qa,White Box,DIM,1000,31,0.7673080000000001,0.7593826875603653,0.114
commonsense_qa,White Box,LAT,1000,1,0.494392,0.4989059228065045,0.0
commonsense_qa,White Box,LAT,1000,3,0.49616400000000005,0.5018602617921396,0.002
commonsense_qa,White Box,LAT,1000,5,0.499938,0.5071961056754967,0.004
commonsense_qa,White Box,LAT,1000,7,0.5055839999999999,0.5099680262115145,0.002
commonsense_qa,White Box,LAT,1000,9,0.500246,0.504315040896204,0.0
commonsense_qa,White Box,LAT,1000,11,0.503388,0.5088114465117487,0.0
commonsense_qa,White Box,LAT,1000,13,0.515666,0.5220064164448383,0.0
commonsense_qa,White Box,LAT,1000,15,0.51807,0.5247532595299325,0.0
commonsense_qa,White Box,LAT,1000,17,0.546464,0.5536076521568307,0.008
commonsense_qa,White Box,LAT,1000,19,0.622842,0.6195690511391604,0.006
commonsense_qa,White Box,LAT,1000,21,0.613838,0.6128276455123126,0.002
commonsense_qa,White Box,LAT,1000,23,0.66727,0.6575937267923917,0.006
commonsense_qa,White Box,LAT,1000,25,0.67976,0.6644339810432471,0.004
commonsense_qa,White Box,LAT,1000,27,0.716916,0.6998852430442735,0.006
commonsense_qa,White Box,LAT,1000,29,0.73319,0.7231709019617891,0.018
commonsense_qa,White Box,LAT,1000,31,0.72951,0.7158570830665528,0.014
commonsense_qa,White Box,CCS,1000,1,0.504742,0.5116036049815478,0.0
commonsense_qa,White Box,CCS,1000,3,0.5139720000000001,0.5058134766154085,0.0
commonsense_qa,White Box,CCS,1000,5,0.512928,0.5206238796395388,0.004
commonsense_qa,White Box,CCS,1000,7,0.496736,0.5011736537919942,0.0
commonsense_qa,White Box,CCS,1000,9,0.5328039999999999,0.5124320756572986,0.0
commonsense_qa,White Box,CCS,1000,11,0.620868,0.5983290521528339,0.004
commonsense_qa,White Box,CCS,1000,13,0.721832,0.689072002101088,0.008
commonsense_qa,White Box,CCS,1000,15,0.7667239999999999,0.753101001068481,0.054
commonsense_qa,White Box,CCS,1000,17,0.795952,0.7833100783504465,0.218
commonsense_qa,White Box,CCS,1000,19,0.787256,0.7683935886802027,0.144
commonsense_qa,White Box,CCS,1000,21,0.793888,0.7907870041379456,0.22
commonsense_qa,White Box,CCS,1000,23,0.7077,0.6498477969661285,0.01
commonsense_qa,White Box,CCS,1000,25,0.793948,0.7756914149936138,0.05
commonsense_qa,White Box,CCS,1000,27,0.7906799999999999,0.7804088435105413,0.154
commonsense_qa,White Box,CCS,1000,29,0.7919159999999998,0.7794296894193155,0.078
commonsense_qa,White Box,CCS,1000,31,0.779812,0.7645677905462671,0.098
commonsense_qa,White Box,LDA,1000,1,0.50624,0.5136877153000932,0.006
commonsense_qa,White Box,LDA,1000,3,0.507386,0.4999091692406936,0.0
commonsense_qa,White Box,LDA,1000,5,0.532814,0.519250143032681,0.004
commonsense_qa,White Box,LDA,1000,7,0.550046,0.5332268187328769,0.0
commonsense_qa,White Box,LDA,1000,9,0.564774,0.5540951790563425,0.002
commonsense_qa,White Box,LDA,1000,11,0.609062,0.589725420186687,0.022
commonsense_qa,White Box,LDA,1000,13,0.6660619999999999,0.6383952027175446,0.006
commonsense_qa,White Box,LDA,1000,15,0.685586,0.648282311665114,0.002
commonsense_qa,White Box,LDA,1000,17,0.709294,0.6726920434057102,0.01
commonsense_qa,White Box,LDA,1000,19,0.703354,0.6730194451172048,0.022
commonsense_qa,White Box,LDA,1000,21,0.6837820000000001,0.6522790660389344,0.01
commonsense_qa,White Box,LDA,1000,23,0.68527,0.6648033105673626,0.036
commonsense_qa,White Box,LDA,1000,25,0.688506,0.6613014681296097,0.0
commonsense_qa,White Box,LDA,1000,27,0.6809140000000001,0.6675162135612781,0.01
commonsense_qa,White Box,LDA,1000,29,0.674462,0.6618791994026796,0.02
commonsense_qa,White Box,LDA,1000,31,0.66719,0.6529304427898134,0.008
commonsense_qa,White Box,PCA,1000,1,0.49435200000000007,0.4987044855014213,0.0
commonsense_qa,White Box,PCA,1000,3,0.503744,0.5099811178983452,0.004
commonsense_qa,White Box,PCA,1000,5,0.4997579999999999,0.5067814588272105,0.004
commonsense_qa,White Box,PCA,1000,7,0.505852,0.5100746021760423,0.002
commonsense_qa,White Box,PCA,1000,9,0.500926,0.5049286652149154,0.0
commonsense_qa,White Box,PCA,1000,11,0.50451,0.5094883521187261,0.0
commonsense_qa,White Box,PCA,1000,13,0.5146580000000001,0.5208812036404117,0.0
commonsense_qa,White Box,PCA,1000,15,0.524694,0.5336457109750453,0.0
commonsense_qa,White Box,PCA,1000,17,0.552612,0.5594196665879698,0.008
commonsense_qa,White Box,PCA,1000,19,0.609186,0.6086323568887912,0.006
commonsense_qa,White Box,PCA,1000,21,0.6257060000000001,0.6211030384971452,0.002
commonsense_qa,White Box,PCA,1000,23,0.690956,0.6773881146965072,0.008
commonsense_qa,White Box,PCA,1000,25,0.680762,0.6652855255876093,0.004
commonsense_qa,White Box,PCA,1000,27,0.731678,0.714371468646813,0.012
commonsense_qa,White Box,PCA,1000,29,0.734906,0.7230621953769637,0.028
commonsense_qa,White Box,PCA,1000,31,0.731618,0.7180186249572386,0.014
commonsense_qa,White Box,PCA-G,1000,1,0.49811599999999995,0.5083101015675892,0.002
commonsense_qa,White Box,PCA-G,1000,3,0.5160260000000001,0.5069692058784638,0.0
commonsense_qa,White Box,PCA-G,1000,5,0.510158,0.5195091693089231,0.004
commonsense_qa,White Box,PCA-G,1000,7,0.509352,0.5138768158424128,0.0
commonsense_qa,White Box,PCA-G,1000,9,0.52065,0.5204116393147097,0.0
commonsense_qa,White Box,PCA-G,1000,11,0.5357099999999999,0.5310340495984969,0.0
commonsense_qa,White Box,PCA-G,1000,13,0.706164,0.6760922441933759,0.008
commonsense_qa,White Box,PCA-G,1000,15,0.7375319999999999,0.715672027698828,0.064
commonsense_qa,White Box,PCA-G,1000,17,0.7614299999999999,0.749136044825643,0.094
commonsense_qa,White Box,PCA-G,1000,19,0.7550859999999999,0.7377580039509952,0.06
commonsense_qa,White Box,PCA-G,1000,21,0.7596999999999998,0.7445196114058626,0.116
commonsense_qa,White Box,PCA-G,1000,23,0.757382,0.744460795959909,0.114
commonsense_qa,White Box,PCA-G,1000,25,0.756072,0.7406586546474938,0.098
commonsense_qa,White Box,PCA-G,1000,27,0.757936,0.7439744752827062,0.064
commonsense_qa,White Box,PCA-G,1000,29,0.757788,0.7440547380323519,0.01
commonsense_qa,White Box,PCA-G,1000,31,0.757804,0.7462568463787904,0.064
commonsense_qa,White Box,LR-G,1000,1,0.5,0.5,0.0
commonsense_qa,White Box,LR-G,1000,3,0.509268,0.5103564567070078,0.002
commonsense_qa,White Box,LR-G,1000,5,0.604792,0.5908826233970168,0.002
commonsense_qa,White Box,LR-G,1000,7,0.698844,0.692745949346483,0.036
commonsense_qa,White Box,LR-G,1000,9,0.799848,0.7980522830568204,0.26
commonsense_qa,White Box,LR-G,1000,11,0.8850920000000001,0.8850275605716147,0.576
commonsense_qa,White Box,LR-G,1000,13,0.9140520000000001,0.9153699430036986,0.686
commonsense_qa,White Box,LR-G,1000,15,0.918088,0.9191529883409444,0.744
commonsense_qa,White Box,LR-G,1000,17,0.921776,0.9230781341018566,0.736
commonsense_qa,White Box,LR-G,1000,19,0.9212159999999999,0.9223682607184582,0.742
commonsense_qa,White Box,LR-G,1000,21,0.921184,0.92191066966352,0.742
commonsense_qa,White Box,LR-G,1000,23,0.919232,0.9194253102938611,0.744
commonsense_qa,White Box,LR-G,1000,25,0.915956,0.9160960042129325,0.71
commonsense_qa,White Box,LR-G,1000,27,0.908196,0.9088138198667469,0.642
commonsense_qa,White Box,LR-G,1000,29,0.904692,0.9045716417970787,0.634
commonsense_qa,White Box,LR-G,1000,31,0.899568,0.8999016788313134,0.636
commonsense_qa,Black Box,BB,2000,N/A,0.747424,0.7284146176212388,0.108
commonsense_qa,White Box,LR,2000,1,0.5,0.5,0.0
commonsense_qa,White Box,LR,2000,3,0.5,0.5,0.0
commonsense_qa,White Box,LR,2000,5,0.56511,0.5583916881501408,0.006
commonsense_qa,White Box,LR,2000,7,0.6439220000000001,0.6241017795471074,0.004
commonsense_qa,White Box,LR,2000,9,0.694734,0.6635832458837305,0.004
commonsense_qa,White Box,LR,2000,11,0.7595939999999999,0.7432680237102143,0.098
commonsense_qa,White Box,LR,2000,13,0.8002220000000001,0.7746804929837796,0.11
commonsense_qa,White Box,LR,2000,15,0.8200979999999999,0.8035672097571457,0.252
commonsense_qa,White Box,LR,2000,17,0.825202,0.8184982270558427,0.256
commonsense_qa,White Box,LR,2000,19,0.826122,0.8202072395441212,0.264
commonsense_qa,White Box,LR,2000,21,0.82093,0.8064968766170613,0.162
commonsense_qa,White Box,LR,2000,23,0.8076499999999999,0.7931870286242881,0.202
commonsense_qa,White Box,LR,2000,25,0.79341,0.7761010065510429,0.108
commonsense_qa,White Box,LR,2000,27,0.7780499999999999,0.7574946649509485,0.056
commonsense_qa,White Box,LR,2000,29,0.763246,0.7450047420727253,0.068
commonsense_qa,White Box,LR,2000,31,0.752034,0.7242446130576211,0.042
commonsense_qa,White Box,DIM,2000,1,0.50887,0.5111672170707786,0.002
commonsense_qa,White Box,DIM,2000,3,0.5214799999999999,0.5216225443093842,0.004
commonsense_qa,White Box,DIM,2000,5,0.5518099999999999,0.5474625632397472,0.006
commonsense_qa,White Box,DIM,2000,7,0.580196,0.5689391051641279,0.01
commonsense_qa,White Box,DIM,2000,9,0.61181,0.5984084076452909,0.002
commonsense_qa,White Box,DIM,2000,11,0.698876,0.6739696593902009,0.008
commonsense_qa,White Box,DIM,2000,13,0.738694,0.7172504628344366,0.08
commonsense_qa,White Box,DIM,2000,15,0.7552679999999999,0.7384314798165441,0.094
commonsense_qa,White Box,DIM,2000,17,0.772886,0.7661158183903558,0.118
commonsense_qa,White Box,DIM,2000,19,0.766706,0.7537455247058217,0.15
commonsense_qa,White Box,DIM,2000,21,0.7690020000000002,0.7570089333085421,0.148
commonsense_qa,White Box,DIM,2000,23,0.7659959999999999,0.7557814487457586,0.114
commonsense_qa,White Box,DIM,2000,25,0.767234,0.7565479001106779,0.126
commonsense_qa,White Box,DIM,2000,27,0.768012,0.7574792067980007,0.096
commonsense_qa,White Box,DIM,2000,29,0.7676900000000001,0.7586192146149725,0.108
commonsense_qa,White Box,DIM,2000,31,0.767268,0.7580320672328946,0.106
commonsense_qa,White Box,LAT,2000,1,0.50561,0.506592468641265,0.002
commonsense_qa,White Box,LAT,2000,3,0.504108,0.5102475187589147,0.004
commonsense_qa,White Box,LAT,2000,5,0.500092,0.5070147670268064,0.004
commonsense_qa,White Box,LAT,2000,7,0.49453199999999997,0.49850597317004613,0.0
commonsense_qa,White Box,LAT,2000,9,0.499838,0.5051763544116666,0.0
commonsense_qa,White Box,LAT,2000,11,0.504624,0.5103097442957013,0.0
commonsense_qa,White Box,LAT,2000,13,0.51888,0.5276954025120015,0.0
commonsense_qa,White Box,LAT,2000,15,0.528166,0.538513620333064,0.0
commonsense_qa,White Box,LAT,2000,17,0.535662,0.5449630296488213,0.01
commonsense_qa,White Box,LAT,2000,19,0.60054,0.6028022009428542,0.006
commonsense_qa,White Box,LAT,2000,21,0.611614,0.6105158805204538,0.002
commonsense_qa,White Box,LAT,2000,23,0.697534,0.6824625817925221,0.008
commonsense_qa,White Box,LAT,2000,25,0.679022,0.66472874139497,0.004
commonsense_qa,White Box,LAT,2000,27,0.725632,0.710342256669699,0.014
commonsense_qa,White Box,LAT,2000,29,0.735638,0.7254509870220218,0.038
commonsense_qa,White Box,LAT,2000,31,0.724602,0.7134349016778297,0.02
commonsense_qa,White Box,CCS,2000,1,0.504202,0.5116593146645574,0.0
commonsense_qa,White Box,CCS,2000,3,0.5134000000000001,0.5066837460729214,0.002
commonsense_qa,White Box,CCS,2000,5,0.5129699999999999,0.5135448599842105,0.004
commonsense_qa,White Box,CCS,2000,7,0.49655600000000005,0.5004272112701598,0.0
commonsense_qa,White Box,CCS,2000,9,0.5144960000000001,0.521721417162318,0.0
commonsense_qa,White Box,CCS,2000,11,0.575548,0.5582818919267585,0.002
commonsense_qa,White Box,CCS,2000,13,0.6185480000000001,0.5774705478869627,0.002
commonsense_qa,White Box,CCS,2000,15,0.771852,0.7515776644978847,0.098
commonsense_qa,White Box,CCS,2000,17,0.795328,0.7934155328409453,0.222
commonsense_qa,White Box,CCS,2000,19,0.787152,0.7740499172775555,0.076
commonsense_qa,White Box,CCS,2000,21,0.794612,0.7808022300406505,0.18
commonsense_qa,White Box,CCS,2000,23,0.7973600000000001,0.7927181115444436,0.234
commonsense_qa,White Box,CCS,2000,25,0.806862,0.7987549352018285,0.238
commonsense_qa,White Box,CCS,2000,27,0.7587320000000001,0.7348410397851562,0.02
commonsense_qa,White Box,CCS,2000,29,0.78838,0.7807515243972373,0.184
commonsense_qa,White Box,CCS,2000,31,0.793112,0.7800926790366562,0.146
commonsense_qa,White Box,LDA,2000,1,0.505298,0.5032018639599474,0.004
commonsense_qa,White Box,LDA,2000,3,0.502614,0.5134598624670506,0.0
commonsense_qa,White Box,LDA,2000,5,0.50991,0.507031869312896,0.006
commonsense_qa,White Box,LDA,2000,7,0.543602,0.5423355797239181,0.0
commonsense_qa,White Box,LDA,2000,9,0.559218,0.5528595676732228,0.0
commonsense_qa,White Box,LDA,2000,11,0.5824819999999999,0.5650432016219853,0.002
commonsense_qa,White Box,LDA,2000,13,0.641918,0.6127069156609843,0.0
commonsense_qa,White Box,LDA,2000,15,0.6471899999999999,0.6294301048500985,0.002
commonsense_qa,White Box,LDA,2000,17,0.683292,0.6564783622926702,0.004
commonsense_qa,White Box,LDA,2000,19,0.6698419999999999,0.6329988921103071,0.004
commonsense_qa,White Box,LDA,2000,21,0.6726099999999999,0.64173439432357,0.0
commonsense_qa,White Box,LDA,2000,23,0.6567819999999999,0.6348117584193226,0.002
commonsense_qa,White Box,LDA,2000,25,0.6493900000000001,0.626960752644857,0.002
commonsense_qa,White Box,LDA,2000,27,0.6497539999999999,0.6230790476064657,0.002
commonsense_qa,White Box,LDA,2000,29,0.6441619999999999,0.6121618585299629,0.004
commonsense_qa,White Box,LDA,2000,31,0.635258,0.6088141422203236,0.002
commonsense_qa,White Box,PCA,2000,1,0.505656,0.5068447795829287,0.002
commonsense_qa,White Box,PCA,2000,3,0.5040119999999999,0.5103388356910996,0.004
commonsense_qa,White Box,PCA,2000,5,0.499934,0.5069714325260261,0.004
commonsense_qa,White Box,PCA,2000,7,0.49438000000000004,0.49809684125963505,0.0
commonsense_qa,White Box,PCA,2000,9,0.49987000000000004,0.5059939634780642,0.0
commonsense_qa,White Box,PCA,2000,11,0.50607,0.5126555177853915,0.0
commonsense_qa,White Box,PCA,2000,13,0.5198579999999999,0.5277829950302593,0.0
commonsense_qa,White Box,PCA,2000,15,0.5288299999999999,0.5385633305323974,0.0
commonsense_qa,White Box,PCA,2000,17,0.558286,0.5658774023141468,0.008
commonsense_qa,White Box,PCA,2000,19,0.60978,0.6096369619337899,0.006
commonsense_qa,White Box,PCA,2000,21,0.628988,0.6249155142520032,0.002
commonsense_qa,White Box,PCA,2000,23,0.6913499999999999,0.6780123585910444,0.008
commonsense_qa,White Box,PCA,2000,25,0.6812480000000001,0.6660964892999701,0.004
commonsense_qa,White Box,PCA,2000,27,0.728944,0.7154282162354386,0.014
commonsense_qa,White Box,PCA,2000,29,0.729484,0.7192097861264108,0.02
commonsense_qa,White Box,PCA,2000,31,0.72689,0.715870708189442,0.012
commonsense_qa,White Box,PCA-G,2000,1,0.503924,0.5155475958746142,0.0
commonsense_qa,White Box,PCA-G,2000,3,0.516076,0.5061788844975468,0.0
commonsense_qa,White Box,PCA-G,2000,5,0.511088,0.5197786832086468,0.004
commonsense_qa,White Box,PCA-G,2000,7,0.491108,0.49916645372571333,0.0
