Dataset,Condition,Method,Algorithm,Layer,AUC,MAP,BRP_90
arc_easy,Setup B (Imbalanced),White Box,CCS,19,0.8760600000000001,0.8757375077260462,0.53
arc_easy,Setup A (Balanced),White Box,CCS,21,0.876776,0.878260204300388,0.498
arc_easy,Setup B (Imbalanced),White Box,CCS,21,0.8770959999999999,0.8758283567946328,0.544
arc_easy,Setup A (Balanced),White Box,CCS,23,0.7500439999999999,0.7105913401764918,0.006
arc_easy,Setup B (Imbalanced),White Box,CCS,23,0.871908,0.8737432606643045,0.516
arc_easy,Setup A (Balanced),White Box,CCS,25,0.8655,0.8625814177928381,0.46
arc_easy,Setup B (Imbalanced),White Box,CCS,25,0.8758920000000001,0.8732429634529626,0.514
arc_easy,Setup A (Balanced),White Box,CCS,27,0.6106099999999999,0.5842209807129591,0.006
arc_easy,Setup B (Imbalanced),White Box,CCS,27,0.874608,0.8712370127672292,0.512
arc_easy,Setup A (Balanced),White Box,CCS,29,0.879364,0.8769845764046401,0.582
arc_easy,Setup B (Imbalanced),White Box,CCS,29,0.8762479999999999,0.8779579178583565,0.512
arc_easy,Setup A (Balanced),White Box,CCS,31,0.8796120000000001,0.8775073965067887,0.486
arc_easy,Setup B (Imbalanced),White Box,CCS,31,0.867676,0.8674189850167418,0.468
arc_easy,Setup A (Balanced),White Box,LDA,1,0.533048,0.5306249926444886,0.0
arc_easy,Setup B (Imbalanced),White Box,LDA,1,0.5118320000000001,0.5133788624303182,0.004
arc_easy,Setup A (Balanced),White Box,LDA,3,0.530124,0.5183055473477186,0.002
arc_easy,Setup B (Imbalanced),White Box,LDA,3,0.520408,0.5205664739651217,0.002
arc_easy,Setup A (Balanced),White Box,LDA,5,0.565092,0.5474907957130275,0.0
arc_easy,Setup B (Imbalanced),White Box,LDA,5,0.554636,0.5436942879586583,0.0
arc_easy,Setup A (Balanced),White Box,LDA,7,0.553112,0.5466380596738818,0.004
arc_easy,Setup B (Imbalanced),White Box,LDA,7,0.540716,0.5473529501977351,0.004
arc_easy,Setup A (Balanced),White Box,LDA,9,0.582468,0.5731468436009253,0.006
arc_easy,Setup B (Imbalanced),White Box,LDA,9,0.58306,0.5730849020902756,0.0
arc_easy,Setup A (Balanced),White Box,LDA,11,0.644648,0.6348672458658708,0.02
arc_easy,Setup B (Imbalanced),White Box,LDA,11,0.60244,0.5915620560659477,0.004
arc_easy,Setup A (Balanced),White Box,LDA,13,0.6698799999999999,0.668545119773247,0.022
arc_easy,Setup B (Imbalanced),White Box,LDA,13,0.676328,0.6768143136375547,0.038
arc_easy,Setup A (Balanced),White Box,LDA,15,0.7194480000000001,0.7116961161247716,0.042
arc_easy,Setup B (Imbalanced),White Box,LDA,15,0.693096,0.6867717629888246,0.036
arc_easy,Setup A (Balanced),White Box,LDA,17,0.726116,0.7169392917715485,0.04
arc_easy,Setup B (Imbalanced),White Box,LDA,17,0.7309880000000001,0.7294010828875861,0.11
arc_easy,Setup A (Balanced),White Box,LDA,19,0.7654,0.7612304778723491,0.152
arc_easy,Setup B (Imbalanced),White Box,LDA,19,0.7338,0.7246705796132873,0.092
arc_easy,Setup A (Balanced),White Box,LDA,21,0.7868599999999999,0.7728817920790468,0.084
arc_easy,Setup B (Imbalanced),White Box,LDA,21,0.737608,0.7281043769654698,0.062
arc_easy,Setup A (Balanced),White Box,LDA,23,0.777576,0.7630602016488264,0.078
arc_easy,Setup B (Imbalanced),White Box,LDA,23,0.735,0.7219333095076305,0.036
arc_easy,Setup A (Balanced),White Box,LDA,25,0.7684799999999998,0.7404886344592516,0.002
arc_easy,Setup B (Imbalanced),White Box,LDA,25,0.748576,0.7376373243233834,0.094
arc_easy,Setup A (Balanced),White Box,LDA,27,0.7461840000000001,0.7226384657406192,0.0
arc_easy,Setup B (Imbalanced),White Box,LDA,27,0.7377199999999999,0.7369485669515113,0.072
arc_easy,Setup A (Balanced),White Box,LDA,29,0.7470399999999999,0.7246984671551804,0.0
arc_easy,Setup B (Imbalanced),White Box,LDA,29,0.7315480000000001,0.7164267904975925,0.058
arc_easy,Setup A (Balanced),White Box,LDA,31,0.7403120000000001,0.7105665535191628,0.002
arc_easy,Setup B (Imbalanced),White Box,LDA,31,0.71896,0.7028049846059363,0.018
arc_easy,Setup A (Balanced),White Box,PCA,1,0.504516,0.503260579890687,0.0
arc_easy,Setup B (Imbalanced),White Box,PCA,1,0.49556,0.49709440348640554,0.002
arc_easy,Setup A (Balanced),White Box,PCA,3,0.509308,0.5081084845424011,0.0
arc_easy,Setup B (Imbalanced),White Box,PCA,3,0.4905879999999999,0.49218202138503137,0.002
arc_easy,Setup A (Balanced),White Box,PCA,5,0.507696,0.5072809605406738,0.0
arc_easy,Setup B (Imbalanced),White Box,PCA,5,0.507916,0.5074433585117241,0.0
arc_easy,Setup A (Balanced),White Box,PCA,7,0.50274,0.5034429192271681,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,7,0.5032679999999999,0.5047068265555694,0.002
arc_easy,Setup A (Balanced),White Box,PCA,9,0.504748,0.5065400802763773,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,9,0.5042639999999999,0.5063098878935157,0.002
arc_easy,Setup A (Balanced),White Box,PCA,11,0.49960000000000004,0.5012928420827302,0.004
arc_easy,Setup B (Imbalanced),White Box,PCA,11,0.49958,0.5012742690540355,0.004
arc_easy,Setup A (Balanced),White Box,PCA,13,0.499664,0.5017657544337103,0.004
arc_easy,Setup B (Imbalanced),White Box,PCA,13,0.49963599999999997,0.5020890170605914,0.004
arc_easy,Setup A (Balanced),White Box,PCA,15,0.502664,0.5026036002722046,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,15,0.503268,0.5037713896046854,0.004
arc_easy,Setup A (Balanced),White Box,PCA,17,0.517752,0.5130342324378083,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,17,0.5281560000000001,0.520780524451158,0.002
arc_easy,Setup A (Balanced),White Box,PCA,19,0.520912,0.5145250254718021,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,19,0.54264,0.5308321484443171,0.004
arc_easy,Setup A (Balanced),White Box,PCA,21,0.513052,0.5093645308018382,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,21,0.5397959999999999,0.5271874601283114,0.002
arc_easy,Setup A (Balanced),White Box,PCA,23,0.517544,0.5125713821327893,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,23,0.5576880000000001,0.539410006461711,0.004
arc_easy,Setup A (Balanced),White Box,PCA,25,0.5187879999999999,0.5149203948303611,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA,25,0.5546639999999999,0.5387408656050354,0.002
arc_easy,Setup A (Balanced),White Box,PCA,27,0.542852,0.5311231822678357,0.006
arc_easy,Setup B (Imbalanced),White Box,PCA,27,0.593852,0.5699382473687816,0.016
arc_easy,Setup A (Balanced),White Box,PCA,29,0.5498999999999999,0.5336582980068304,0.004
arc_easy,Setup B (Imbalanced),White Box,PCA,29,0.601808,0.5767401449228184,0.018
arc_easy,Setup A (Balanced),White Box,PCA,31,0.587336,0.5647935630663583,0.014
arc_easy,Setup B (Imbalanced),White Box,PCA,31,0.645432,0.6124984478251462,0.006
arc_easy,Setup A (Balanced),White Box,PCA-G,1,0.511844,0.5038327938769012,0.0
arc_easy,Setup B (Imbalanced),White Box,PCA-G,1,0.48882000000000003,0.4893736006897051,0.002
arc_easy,Setup A (Balanced),White Box,PCA-G,3,0.52084,0.5142317052979146,0.004
arc_easy,Setup B (Imbalanced),White Box,PCA-G,3,0.48335199999999995,0.4811723256763749,0.0
arc_easy,Setup A (Balanced),White Box,PCA-G,5,0.517624,0.5113913744346816,0.006
arc_easy,Setup B (Imbalanced),White Box,PCA-G,5,0.48612,0.4872346421743773,0.0
arc_easy,Setup A (Balanced),White Box,PCA-G,7,0.501896,0.5048520585020584,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA-G,7,0.50224,0.5059494771903461,0.002
arc_easy,Setup A (Balanced),White Box,PCA-G,9,0.50664,0.5044302843475924,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA-G,9,0.4960800000000001,0.49571672580466575,0.004
arc_easy,Setup A (Balanced),White Box,PCA-G,11,0.524796,0.5161938183931446,0.002
arc_easy,Setup B (Imbalanced),White Box,PCA-G,11,0.519004,0.511553082188566,0.002
arc_easy,Setup A (Balanced),White Box,PCA-G,13,0.72728,0.7254003645006772,0.07
arc_easy,Setup B (Imbalanced),White Box,PCA-G,13,0.673508,0.6581793425495912,0.028
arc_easy,Setup A (Balanced),White Box,PCA-G,15,0.762424,0.7497104640658362,0.072
arc_easy,Setup B (Imbalanced),White Box,PCA-G,15,0.709016,0.6827253359102337,0.002
arc_easy,Setup A (Balanced),White Box,PCA-G,17,0.8255520000000001,0.8103741099805711,0.216
arc_easy,Setup B (Imbalanced),White Box,PCA-G,17,0.807896,0.7831802339675378,0.092
arc_easy,Setup A (Balanced),White Box,PCA-G,19,0.8237319999999999,0.8004198696196598,0.204
arc_easy,Setup B (Imbalanced),White Box,PCA-G,19,0.803152,0.7650879516502566,0.066
arc_easy,Setup A (Balanced),White Box,PCA-G,21,0.830408,0.8100561945870537,0.266
arc_easy,Setup B (Imbalanced),White Box,PCA-G,21,0.8129839999999999,0.7803957085031272,0.118
arc_easy,Setup A (Balanced),White Box,PCA-G,23,0.83306,0.8123201827250335,0.276
arc_easy,Setup B (Imbalanced),White Box,PCA-G,23,0.817832,0.7867044593284729,0.112
arc_easy,Setup A (Balanced),White Box,PCA-G,25,0.8313920000000001,0.8108770749750065,0.278
arc_easy,Setup B (Imbalanced),White Box,PCA-G,25,0.8170000000000001,0.7871439918028517,0.15
arc_easy,Setup A (Balanced),White Box,PCA-G,27,0.8284159999999999,0.8086082653188698,0.258
arc_easy,Setup B (Imbalanced),White Box,PCA-G,27,0.813472,0.7837859403927021,0.144
arc_easy,Setup A (Balanced),White Box,PCA-G,29,0.826484,0.8090600820247463,0.264
arc_easy,Setup B (Imbalanced),White Box,PCA-G,29,0.811896,0.7875367062450542,0.144
arc_easy,Setup A (Balanced),White Box,PCA-G,31,0.8225399999999999,0.8047298268355593,0.218
arc_easy,Setup B (Imbalanced),White Box,PCA-G,31,0.8082479999999999,0.783528653781974,0.144
arc_easy,Setup A (Balanced),White Box,LR-G,1,0.6109800000000001,0.6198012375080703,0.024
arc_easy,Setup B (Imbalanced),White Box,LR-G,1,0.47703999999999996,0.4850794590009151,0.0
arc_easy,Setup A (Balanced),White Box,LR-G,3,0.619268,0.6231572246673663,0.018
arc_easy,Setup B (Imbalanced),White Box,LR-G,3,0.5134000000000001,0.5158540179199272,0.002
arc_easy,Setup A (Balanced),White Box,LR-G,5,0.66036,0.6627211455108313,0.054
arc_easy,Setup B (Imbalanced),White Box,LR-G,5,0.6164400000000001,0.6170805816685965,0.012
arc_easy,Setup A (Balanced),White Box,LR-G,7,0.717056,0.7088332332794645,0.038
arc_easy,Setup B (Imbalanced),White Box,LR-G,7,0.704744,0.704198835202849,0.072
arc_easy,Setup A (Balanced),White Box,LR-G,9,0.8420320000000001,0.8427803657889441,0.474
arc_easy,Setup B (Imbalanced),White Box,LR-G,9,0.838328,0.8433627014970454,0.426
arc_easy,Setup A (Balanced),White Box,LR-G,11,0.9304600000000001,0.9297810673360234,0.77
arc_easy,Setup B (Imbalanced),White Box,LR-G,11,0.917548,0.919473141902829,0.738
arc_easy,Setup A (Balanced),White Box,LR-G,13,0.961636,0.961956969487015,0.89
arc_easy,Setup B (Imbalanced),White Box,LR-G,13,0.958916,0.9607875566850466,0.884
arc_easy,Setup A (Balanced),White Box,LR-G,15,0.9689559999999999,0.9700427709439543,0.918
arc_easy,Setup B (Imbalanced),White Box,LR-G,15,0.9671280000000001,0.968756486061637,0.886
arc_easy,Setup A (Balanced),White Box,LR-G,17,0.97992,0.9806267752560496,0.948
arc_easy,Setup B (Imbalanced),White Box,LR-G,17,0.979692,0.9805655639627954,0.942
arc_easy,Setup A (Balanced),White Box,LR-G,19,0.9797440000000001,0.9803560274393301,0.946
arc_easy,Setup B (Imbalanced),White Box,LR-G,19,0.979468,0.9803505221338905,0.94
arc_easy,Setup A (Balanced),White Box,LR-G,21,0.9796119999999999,0.9802328474030042,0.95
arc_easy,Setup B (Imbalanced),White Box,LR-G,21,0.97858,0.979559915562005,0.94
arc_easy,Setup A (Balanced),White Box,LR-G,23,0.9798600000000001,0.9804975532319748,0.946
arc_easy,Setup B (Imbalanced),White Box,LR-G,23,0.978672,0.9796432636476108,0.94
arc_easy,Setup A (Balanced),White Box,LR-G,25,0.979092,0.9797384199307326,0.944
arc_easy,Setup B (Imbalanced),White Box,LR-G,25,0.979488,0.9804185669233307,0.94
arc_easy,Setup A (Balanced),White Box,LR-G,27,0.97904,0.9796839446275367,0.946
arc_easy,Setup B (Imbalanced),White Box,LR-G,27,0.975928,0.9769903762060641,0.926
arc_easy,Setup A (Balanced),White Box,LR-G,29,0.9778720000000001,0.9783638617327369,0.944
arc_easy,Setup B (Imbalanced),White Box,LR-G,29,0.975668,0.9766673787925539,0.928
arc_easy,Setup A (Balanced),White Box,LR-G,31,0.976824,0.9772634349614832,0.942
arc_easy,Setup B (Imbalanced),White Box,LR-G,31,0.972752,0.9736982768376903,0.922
ag_news,Setup A (Balanced),Black Box,BB,N/A,0.887196,0.8554948946207075,0.36
ag_news,Setup B (Imbalanced),Black Box,BB,N/A,0.887196,0.8554948946207075,0.36
ag_news,Setup A (Balanced),White Box,LR,1,0.5,0.5,0.0
ag_news,Setup B (Imbalanced),White Box,LR,1,0.5,0.5,0.0
ag_news,Setup A (Balanced),White Box,LR,3,0.518216,0.5957370240849682,0.078
ag_news,Setup B (Imbalanced),White Box,LR,3,0.518216,0.5957370240849682,0.078
ag_news,Setup A (Balanced),White Box,LR,5,0.866508,0.8250938010291436,0.006
ag_news,Setup B (Imbalanced),White Box,LR,5,0.866508,0.8250938010291436,0.006
ag_news,Setup A (Balanced),White Box,LR,7,0.8920119999999998,0.8414295185694082,0.004
ag_news,Setup B (Imbalanced),White Box,LR,7,0.8920119999999998,0.8414295185694082,0.004
ag_news,Setup A (Balanced),White Box,LR,9,0.920012,0.8865587459203885,0.738
ag_news,Setup B (Imbalanced),White Box,LR,9,0.920012,0.8865587459203885,0.738
ag_news,Setup A (Balanced),White Box,LR,11,0.9411839999999999,0.9259212948979529,0.86
ag_news,Setup B (Imbalanced),White Box,LR,11,0.9411839999999999,0.9259212948979529,0.86
ag_news,Setup A (Balanced),White Box,LR,13,0.9669,0.9645065816452435,0.932
ag_news,Setup B (Imbalanced),White Box,LR,13,0.9669,0.9645065816452435,0.932
ag_news,Setup A (Balanced),White Box,LR,15,0.9727439999999999,0.9728907166781393,0.96
ag_news,Setup B (Imbalanced),White Box,LR,15,0.9727439999999999,0.9728907166781393,0.96
ag_news,Setup A (Balanced),White Box,LR,17,0.9756079999999999,0.9762893749285504,0.956
ag_news,Setup B (Imbalanced),White Box,LR,17,0.9756079999999999,0.9762893749285504,0.956
ag_news,Setup A (Balanced),White Box,LR,19,0.974284,0.9748609628563649,0.948
ag_news,Setup B (Imbalanced),White Box,LR,19,0.974284,0.9748609628563649,0.948
ag_news,Setup A (Balanced),White Box,LR,21,0.972288,0.9719375495917244,0.932
ag_news,Setup B (Imbalanced),White Box,LR,21,0.972288,0.9719375495917244,0.932
ag_news,Setup A (Balanced),White Box,LR,23,0.972824,0.9723138823496333,0.93
ag_news,Setup B (Imbalanced),White Box,LR,23,0.972824,0.9723138823496333,0.93
ag_news,Setup A (Balanced),White Box,LR,25,0.9715400000000001,0.9709751563533695,0.926
ag_news,Setup B (Imbalanced),White Box,LR,25,0.9715400000000001,0.9709751563533695,0.926
ag_news,Setup A (Balanced),White Box,LR,27,0.9706119999999999,0.9703162783216472,0.918
ag_news,Setup B (Imbalanced),White Box,LR,27,0.9706119999999999,0.9703162783216472,0.918
ag_news,Setup A (Balanced),White Box,LR,29,0.96934,0.969472330904487,0.918
ag_news,Setup B (Imbalanced),White Box,LR,29,0.96934,0.969472330904487,0.918
ag_news,Setup A (Balanced),White Box,LR,31,0.9710439999999999,0.9711284327066049,0.92
ag_news,Setup B (Imbalanced),White Box,LR,31,0.9710439999999999,0.9711284327066049,0.92
ag_news,Setup A (Balanced),White Box,DIM,1,0.51778,0.5567892192549161,0.072
ag_news,Setup B (Imbalanced),White Box,DIM,1,0.51778,0.5567892192549161,0.072
ag_news,Setup A (Balanced),White Box,DIM,3,0.517536,0.5588554373752661,0.01
ag_news,Setup B (Imbalanced),White Box,DIM,3,0.517536,0.5588554373752661,0.01
ag_news,Setup A (Balanced),White Box,DIM,5,0.7200139999999999,0.7425456598525515,0.254
ag_news,Setup B (Imbalanced),White Box,DIM,5,0.7200139999999999,0.7425456598525515,0.254
ag_news,Setup A (Balanced),White Box,DIM,7,0.7060880000000002,0.7340323036193519,0.222
ag_news,Setup B (Imbalanced),White Box,DIM,7,0.7060880000000002,0.7340323036193519,0.222
ag_news,Setup A (Balanced),White Box,DIM,9,0.66352,0.6975381770164636,0.158
ag_news,Setup B (Imbalanced),White Box,DIM,9,0.66352,0.6975381770164636,0.158
ag_news,Setup A (Balanced),White Box,DIM,11,0.67482,0.7201362230741413,0.254
ag_news,Setup B (Imbalanced),White Box,DIM,11,0.67482,0.7201362230741413,0.254
ag_news,Setup A (Balanced),White Box,DIM,13,0.8353200000000001,0.8275200533484997,0.322
ag_news,Setup B (Imbalanced),White Box,DIM,13,0.8353200000000001,0.8275200533484997,0.322
ag_news,Setup A (Balanced),White Box,DIM,15,0.8938719999999999,0.8858017821783258,0.504
ag_news,Setup B (Imbalanced),White Box,DIM,15,0.8938719999999999,0.8858017821783258,0.504
ag_news,Setup A (Balanced),White Box,DIM,17,0.913176,0.9015549943812987,0.522
ag_news,Setup B (Imbalanced),White Box,DIM,17,0.913176,0.9015549943812987,0.522
ag_news,Setup A (Balanced),White Box,DIM,19,0.910648,0.8971653328523267,0.498
ag_news,Setup B (Imbalanced),White Box,DIM,19,0.910648,0.8971653328523267,0.498
ag_news,Setup A (Balanced),White Box,DIM,21,0.8947,0.8701829428798129,0.548
ag_news,Setup B (Imbalanced),White Box,DIM,21,0.8947,0.8701829428798129,0.548
ag_news,Setup A (Balanced),White Box,DIM,23,0.89612,0.8748212805465108,0.558
ag_news,Setup B (Imbalanced),White Box,DIM,23,0.89612,0.8748212805465108,0.558
ag_news,Setup A (Balanced),White Box,DIM,25,0.8982999999999999,0.8775210450249737,0.558
ag_news,Setup B (Imbalanced),White Box,DIM,25,0.8982999999999999,0.8775210450249737,0.558
ag_news,Setup A (Balanced),White Box,DIM,27,0.9019920000000001,0.8832107450978984,0.536
ag_news,Setup B (Imbalanced),White Box,DIM,27,0.9019920000000001,0.8832107450978984,0.536
ag_news,Setup A (Balanced),White Box,DIM,29,0.901908,0.8816166394853184,0.54
ag_news,Setup B (Imbalanced),White Box,DIM,29,0.901908,0.8816166394853184,0.54
ag_news,Setup A (Balanced),White Box,DIM,31,0.9028160000000001,0.8835482408515178,0.534
ag_news,Setup B (Imbalanced),White Box,DIM,31,0.9028160000000001,0.8835482408515178,0.534
ag_news,Setup A (Balanced),White Box,LAT,1,0.49931999999999993,0.502987208531325,0.002
ag_news,Setup B (Imbalanced),White Box,LAT,1,0.499344,0.5036892005416899,0.004
ag_news,Setup A (Balanced),White Box,LAT,3,0.48229600000000006,0.4913311127830734,0.0
ag_news,Setup B (Imbalanced),White Box,LAT,3,0.48028000000000004,0.4868825197714848,0.0
ag_news,Setup A (Balanced),White Box,LAT,5,0.5448759999999999,0.5626659307264745,0.006
ag_news,Setup B (Imbalanced),White Box,LAT,5,0.542472,0.5661434008287266,0.008
ag_news,Setup A (Balanced),White Box,LAT,7,0.5471360000000001,0.550127181876714,0.004
ag_news,Setup B (Imbalanced),White Box,LAT,7,0.543856,0.5491162925276312,0.002
ag_news,Setup A (Balanced),White Box,LAT,9,0.478684,0.5013963448702891,0.004
ag_news,Setup B (Imbalanced),White Box,LAT,9,0.47982,0.5015556815092991,0.002
ag_news,Setup A (Balanced),White Box,LAT,11,0.500216,0.5171920862165212,0.0
ag_news,Setup B (Imbalanced),White Box,LAT,11,0.500032,0.5134044115496591,0.0
ag_news,Setup A (Balanced),White Box,LAT,13,0.513376,0.5322123752798399,0.002
ag_news,Setup B (Imbalanced),White Box,LAT,13,0.509652,0.5160186279402506,0.002
ag_news,Setup A (Balanced),White Box,LAT,15,0.5378080000000001,0.5939853119357853,0.066
ag_news,Setup B (Imbalanced),White Box,LAT,15,0.556276,0.605047130698589,0.076
ag_news,Setup A (Balanced),White Box,LAT,17,0.782832,0.8064770165416828,0.362
ag_news,Setup B (Imbalanced),White Box,LAT,17,0.81518,0.8289860475142761,0.418
ag_news,Setup A (Balanced),White Box,LAT,19,0.8274239999999999,0.8345380254938718,0.418
ag_news,Setup B (Imbalanced),White Box,LAT,19,0.806016,0.8213896851971072,0.356
ag_news,Setup A (Balanced),White Box,LAT,21,0.85804,0.8203570418399784,0.106
ag_news,Setup B (Imbalanced),White Box,LAT,21,0.8547359999999999,0.8223904000660527,0.152
ag_news,Setup A (Balanced),White Box,LAT,23,0.86572,0.8371151550926853,0.3
ag_news,Setup B (Imbalanced),White Box,LAT,23,0.865008,0.8353891029461864,0.294
ag_news,Setup A (Balanced),White Box,LAT,25,0.8739999999999999,0.8436305400436248,0.31
ag_news,Setup B (Imbalanced),White Box,LAT,25,0.8756,0.842410351423269,0.258
ag_news,Setup A (Balanced),White Box,LAT,27,0.883888,0.8591309514484576,0.404
ag_news,Setup B (Imbalanced),White Box,LAT,27,0.88466,0.8565234225469681,0.406
ag_news,Setup A (Balanced),White Box,LAT,29,0.8889040000000001,0.85669384009326,0.388
ag_news,Setup B (Imbalanced),White Box,LAT,29,0.895052,0.8683227159063194,0.506
ag_news,Setup A (Balanced),White Box,LAT,31,0.891056,0.8666143813860673,0.44
ag_news,Setup B (Imbalanced),White Box,LAT,31,0.8964920000000001,0.8705719826568648,0.47
ag_news,Setup A (Balanced),White Box,CCS,1,0.518068,0.5392528934058676,0.026
ag_news,Setup B (Imbalanced),White Box,CCS,1,0.517598,0.5399367236848993,0.026
ag_news,Setup A (Balanced),White Box,CCS,3,0.489378,0.5078517988745559,0.002
ag_news,Setup B (Imbalanced),White Box,CCS,3,0.484236,0.4747692495046695,0.002
ag_news,Setup A (Balanced),White Box,CCS,5,0.46573600000000004,0.46945150209769004,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,5,0.4555,0.4515860542839054,0.002
ag_news,Setup A (Balanced),White Box,CCS,7,0.46362000000000003,0.455658705763601,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,7,0.46984399999999993,0.4595946980763831,0.0
ag_news,Setup A (Balanced),White Box,CCS,9,0.5124000000000001,0.4760611959468258,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,9,0.45377600000000007,0.4607342063354677,0.0
ag_news,Setup A (Balanced),White Box,CCS,11,0.489768,0.47291145708243626,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,11,0.49436800000000003,0.4702932761046886,0.0
ag_news,Setup A (Balanced),White Box,CCS,13,0.594068,0.5811013656709569,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,13,0.540228,0.5118515450418211,0.0
ag_news,Setup A (Balanced),White Box,CCS,15,0.6130960000000001,0.6134546182599823,0.0
ag_news,Setup B (Imbalanced),White Box,CCS,15,0.600968,0.6047765251141035,0.0
ag_news,Setup A (Balanced),White Box,CCS,17,0.56586,0.6098001729684488,0.056
ag_news,Setup B (Imbalanced),White Box,CCS,17,0.5506199999999999,0.5423562238029738,0.0
ag_news,Setup A (Balanced),White Box,CCS,19,0.61588,0.6311621326008812,0.002
ag_news,Setup B (Imbalanced),White Box,CCS,19,0.89158,0.8739836930225369,0.434
ag_news,Setup A (Balanced),White Box,CCS,21,0.5808679999999999,0.6073944900761363,0.006
ag_news,Setup B (Imbalanced),White Box,CCS,21,0.9619759999999999,0.9608169316569573,0.896
ag_news,Setup A (Balanced),White Box,CCS,23,0.569532,0.5981489544157654,0.022
ag_news,Setup B (Imbalanced),White Box,CCS,23,0.930352,0.9282022401917878,0.7
ag_news,Setup A (Balanced),White Box,CCS,25,0.6802999999999999,0.7364074513631705,0.36
ag_news,Setup B (Imbalanced),White Box,CCS,25,0.9129079999999999,0.9073367623398427,0.566
ag_news,Setup A (Balanced),White Box,CCS,27,0.584668,0.6055073128685147,0.022
ag_news,Setup B (Imbalanced),White Box,CCS,27,0.937316,0.9340394020602046,0.726
ag_news,Setup A (Balanced),White Box,CCS,29,0.91736,0.9079723518834767,0.546
ag_news,Setup B (Imbalanced),White Box,CCS,29,0.58568,0.563377703255006,0.014
ag_news,Setup A (Balanced),White Box,CCS,31,0.5412079999999999,0.564191859217553,0.018
ag_news,Setup B (Imbalanced),White Box,CCS,31,0.9576640000000001,0.9560005205120394,0.874
ag_news,Setup A (Balanced),White Box,LDA,1,0.641772,0.6252670816010257,0.004
ag_news,Setup B (Imbalanced),White Box,LDA,1,0.641772,0.6252670816010257,0.004
ag_news,Setup A (Balanced),White Box,LDA,3,0.729304,0.7032516871347906,0.006
ag_news,Setup B (Imbalanced),White Box,LDA,3,0.729304,0.7032516871347906,0.006
ag_news,Setup A (Balanced),White Box,LDA,5,0.844576,0.8349809842774572,0.444
ag_news,Setup B (Imbalanced),White Box,LDA,5,0.844576,0.8349809842774572,0.444
ag_news,Setup A (Balanced),White Box,LDA,7,0.8626759999999999,0.8531463976241339,0.348
ag_news,Setup B (Imbalanced),White Box,LDA,7,0.8626759999999999,0.8531463976241339,0.348
ag_news,Setup A (Balanced),White Box,LDA,9,0.872532,0.8577041418035519,0.334
ag_news,Setup B (Imbalanced),White Box,LDA,9,0.872532,0.8577041418035519,0.334
ag_news,Setup A (Balanced),White Box,LDA,11,0.8683919999999999,0.8553600413636433,0.364
ag_news,Setup B (Imbalanced),White Box,LDA,11,0.8683919999999999,0.8553600413636433,0.364
ag_news,Setup A (Balanced),White Box,LDA,13,0.890912,0.8789037635691066,0.492
ag_news,Setup B (Imbalanced),White Box,LDA,13,0.890912,0.8789037635691066,0.492
ag_news,Setup A (Balanced),White Box,LDA,15,0.9268639999999999,0.9035346202375973,0.816
ag_news,Setup B (Imbalanced),White Box,LDA,15,0.9268639999999999,0.9035346202375973,0.816
ag_news,Setup A (Balanced),White Box,LDA,17,0.9314279999999999,0.9281719871870344,0.83
ag_news,Setup B (Imbalanced),White Box,LDA,17,0.9314279999999999,0.9281719871870344,0.83
ag_news,Setup A (Balanced),White Box,LDA,19,0.9357800000000001,0.9286373291906831,0.846
ag_news,Setup B (Imbalanced),White Box,LDA,19,0.9357800000000001,0.9286373291906831,0.846
ag_news,Setup A (Balanced),White Box,LDA,21,0.932016,0.9262163093890247,0.81
ag_news,Setup B (Imbalanced),White Box,LDA,21,0.932016,0.9262163093890247,0.81
ag_news,Setup A (Balanced),White Box,LDA,23,0.9322039999999999,0.9294823254831425,0.796
ag_news,Setup B (Imbalanced),White Box,LDA,23,0.9322039999999999,0.9294823254831425,0.796
ag_news,Setup A (Balanced),White Box,LDA,25,0.93532,0.9305513105633444,0.794
ag_news,Setup B (Imbalanced),White Box,LDA,25,0.93532,0.9305513105633444,0.794
ag_news,Setup A (Balanced),White Box,LDA,27,0.9363639999999999,0.9313551839166372,0.776
ag_news,Setup B (Imbalanced),White Box,LDA,27,0.9363639999999999,0.9313551839166372,0.776
ag_news,Setup A (Balanced),White Box,LDA,29,0.936548,0.9312867392644841,0.842
ag_news,Setup B (Imbalanced),White Box,LDA,29,0.936548,0.9312867392644841,0.842
ag_news,Setup A (Balanced),White Box,LDA,31,0.9372560000000001,0.9329902820636718,0.816
